60,7,535.53,536.47,335.92,857.55,1
60,8,570.74,536.47,335.92,857.55,1
60,9,535.53,536.47,414.48,857.55,1
60,10,614.09,534.21,335.92,857.55,1
60,11,619.51,538.72,335.92,857.55,1
60,12,727.87,536.47,335.92,816.93,1
60,13,733.28,529.7,335.92,821.44,1
60,14,700.78,552.26,335.92,857.55,1
60,14,1925.2,258.89,116.49,212.13,1
60,15,700.78,552.26,335.92,857.55,1
60,16,700.78,552.26,335.92,857.55,1
60,17,700.78,552.26,335.92,857.55,1
60,18,700.78,552.26,335.92,857.55,1
60,19,700.78,552.26,335.92,857.55,1
60,20,700.78,552.26,335.92,857.55,1
60,21,700.78,552.26,335.92,857.55,1
60,22,700.78,552.26,335.92,857.55,1
60,23,700.78,552.26,335.92,857.55,1
60,24,700.78,552.26,335.92,857.55,1
60,25,700.78,552.26,335.92,857.55,1
60,26,876.86,538.72,289.86,871.09,1
60,27,1161.3,570.32,381.97,880.11,1
60,27,884.99,538.72,381.97,1061.8,1
60,28,1136.9,739.57,463.24,860.93,1
60,28,608.67,942.67,774.77,657.83,1
60,29,587,1213.5,655.58,387.02,1
60,29,665.56,518.41,346.75,900.42,1
60,30,968.97,491.33,381.97,965.87,1
60,31,1364.5,441.68,297.99,904.94,1
60,31,741.41,538.72,457.82,902.68,1
60,32,1467.4,367.21,265.48,697.32,1
60,32,890.4,581.6,493.04,1018.9,1
60,33,1592,337.88,203.17,579.97,1
60,33,806.43,890.77,739.56,709.73,1
60,34,1694.5,326.48,157.57,476.28,1
60,35,1769.2,301.03,128.9,434.03,1
60,36,1819.6,284.72,127.92,382.64,1
60,37,1855.1,274.02,127.02,335.1,1
60,38,1887.3,265.07,106.55,309.76,1
60,39,1906.5,258.92,102.45,275.29,1
60,40,1914.4,256.64,100.23,252.75,1
60,41,1965.9,254.38,81.27,236.95,1
60,41,592.42,755.37,717.88,845.13,1
60,42,1979.4,256.64,73.143,239.21,1
60,42,844.35,520.67,417.19,999.72,1
60,43,1982.1,254.38,83.979,252.75,1
60,43,711.61,502.62,400.93,866.57,1
60,44,1987.5,262.5,97.524,271.71,1
60,45,1995.7,270.63,96.043,297.13,1
60,45,689.94,511.64,330.5,907.19,1
60,46,1967.4,278.75,120.09,327.76,1
60,46,765.79,511.64,468.66,1002,1
60,47,1942,286.88,129.86,363.98,1
60,47,1028.6,486.82,428.02,1022.3,1
60,48,1906.3,295,138.16,406.21,1
60,48,1356.4,388.65,365.71,847.39,1
60,49,1865.6,292.74,121.9,385.9,1
60,49,1581.2,344.65,265.48,672.5,1
60,50,1895.4,295,121.9,347.53,1
60,50,1646.2,349.16,246.52,640.9,1
60,51,1920.7,285.22,167.05,315.19,1
60,51,1570.4,397.52,325.08,743.74,1
60,52,1959.6,273.18,133.64,282.84,1
60,52,1502.6,411.74,265.48,808.51,1
60,53,1971.3,265.66,94.815,250.49,1
60,53,1648.9,378.3,262.3,702.03,1
60,54,2055.3,263.41,94.815,232.44,1
60,54,1732.9,328.85,227.56,550.63,1
60,55,1794.9,299.76,184.51,469.14,1
60,56,1834.9,283.72,152.61,389.66,1
60,57,1844,273.69,124.61,330.48,1
60,58,1858.1,262.9,115.88,291.62,1
60,59,1884.6,252.12,105.65,266.29,1
60,60,1971.3,252.12,89.397,243.72,1
60,80,622.21,522.93,338.62,877.86,1
60,81,622.21,522.93,338.62,877.86,1
60,82,733.28,513.9,376.55,889.14,1
60,83,741.41,522.93,552.63,990.69,1
60,84,863.31,522.93,563.47,990.69,1
60,85,863.31,536.47,595.98,1040.3,1
60,86,941.88,563.55,400.93,1037,1
60,87,1139.6,509.39,371.13,1037,1
60,88,1405.1,421.37,406.35,990.69,1
60,89,1647.5,364.96,295.44,699.58,1
60,90,1765.4,315.31,216.72,532.58,1
60,91,1822.8,286.99,164.86,416.24,1
60,92,1862,265.3,124.87,350.16,1
60,93,1876.5,256.64,108.36,293.37,1
60,94,1919.8,261.15,94.815,250.49,1
60,95,1968.6,258.89,116.49,241.47,1
60,106,1995.7,258.89,81.27,225.67,1
60,107,1819.6,245.35,81.27,225.67,1
60,130,359.44,1023.9,650.16,575.46,1
60,131,1080,550.01,585.14,1050.5,1
60,132,1491.8,389.78,346.75,823.7,1
60,133,1711.2,333.36,227.56,602.54,1
60,134,1800.6,313.96,176.08,488.8,1
60,135,1846.8,295,138.05,394.92,1
60,136,1871.6,269.2,115.41,332.71,1
60,137,1881.9,256.64,105.65,293.37,1
60,138,1925.2,256.64,97.524,250.49,1
60,139,2006.5,265.66,105.65,234.7,1
60,150,1578.5,335.62,224.85,584.49,1
60,151,1616.4,441.68,335.92,841.75,1
60,152,1180.3,960.73,723.3,638.65,1
60,157,741.41,1037.5,571.6,563.05,1
