53,439,611.17,150.69,206.11,619.12,1
53,440,617.84,110.1,145.04,543.23,1
53,1273,619.65,129.56,242.95,670.94,1
53,1274,612.4,93.33,195.81,585.66,1
53,1414,616.02,82.764,181.3,576.6,1
53,1415,619.65,52.575,175.86,516.23,1
53,1531,630.53,22.387,155.92,413.58,1
53,1782,608.77,114.46,226.63,680.75,1
53,1909,657.72,140.12,268.06,660.38,1
53,1923,625.09,152.2,210.31,626.42,1
53,1924,625.09,165.43,228.44,620.73,1
53,2502,610.58,88.802,226.63,608.3,1
53,2503,614.21,58.613,184.93,540.38,1
53,2504,619.65,49.557,155.92,464.91,1
53,2505,628.72,22.387,155.92,392.45,1
53,2506,628.72,22.387,155.92,392.45,1
53,2606,628.12,61.632,147.17,411.77,1
53,2607,625.09,46.265,144.02,391.22,1
53,2815,619.65,100.88,281.02,656.6,1
